item1,item2,sim
i396,i193,0.01
i455,i299,0.01
i396,i258,0.01
i472,i431,0.01
i517,i8,0.01
i283,i535,0.01
i72,i217,0.01
i396,i551,0.01
i72,i294,0.01
i505,i175,0.01
i361,i236,0.01
i463,i391,0.01
i166,i389,0.01
i158,i431,0.01
i396,i134,0.01
i8,i406,0.01
i95,i431,0.01
i316,i522,0.01
i517,i352,0.01
i316,i300,0.01
i8,i483,0.01
i396,i542,0.01
i199,i352,0.01
i517,i529,0.01
i38,i529,0.01
i535,i404,0.01
i316,i416,0.01
i72,i546,0.01
i116,i285,0.01
i535,i217,0.01
i463,i60,0.01
i396,i241,0.01
i537,i529,0.01
i361,i442,0.01
i535,i269,0.01
i361,i474,0.01
i217,i303,0.01
i198,i534,0.01
i166,i306,0.01
i8,i221,0.01
i111,i396,0.01
i396,i70,0.01
i349,i534,0.01
i72,i404,0.01
i361,i399,0.01
i396,i306,0.01
i116,i499,0.01
i114,i431,0.01
i396,i513,0.01
i72,i283,0.01
i499,i440,0.01
i455,i75,0.01
i505,i8,0.01
i284,i324,0.01
i263,i442,0.01
i75,i285,0.01
i262,i499,0.01
i71,i431,0.01
i166,i258,0.01
i505,i474,0.01
i535,i523,0.01
i537,i60,0.01
i535,i469,0.01
i75,i316,0.01
i305,i431,0.01
i421,i391,0.01
i8,i409,0.01
i535,i361,0.01
i291,i217,0.01
i166,i29,0.01
i499,i287,0.01
i396,i370,0.01
i283,i290,0.01
i505,i391,0.01
i535,i251,0.01
i396,i541,0.01
i283,i534,0.01
i166,i561,0.01
i499,i303,0.01
i247,i269,0.01
i535,i125,0.01
i75,i499,0.01
i263,i534,0.01
i8,i283,0.01
i190,i469,0.01
i370,i431,0.01
i488,i39,0.01
i504,i534,0.01
i421,i529,0.01
i247,i308,0.01
i8,i348,0.01
i499,i52,0.01
i285,i287,0.01
i535,i270,0.01
i455,i57,0.01
i196,i285,0.01
i421,i166,0.01
i421,i290,0.01
i421,i247,0.01
i370,i166,0.01
i262,i217,0.01
i396,i463,0.01
i370,i352,0.01
i396,i504,0.01
i72,i361,0.01
i87,i217,0.01
i523,i534,0.01
i166,i551,0.01
i263,i39,0.01
i504,i431,0.01
i274,i498,0.009937888198757764
i162,i18,0.009937888198757764
i405,i498,0.009937888198757764
i479,i105,0.009937888198757764
i162,i239,0.009937888198757764
i148,i498,0.009937888198757764
i445,i214,0.009937888198757764
i11,i162,0.009937888198757764
i405,i105,0.009937888198757764
i43,i105,0.009937888198757764
i490,i162,0.009937888198757764
i162,i411,0.009937888198757764
i143,i105,0.009937888198757764
i43,i162,0.009937888198757764
i426,i162,0.009937888198757764
i540,i105,0.009937888198757764
i405,i162,0.009937888198757764
i344,i214,0.009937888198757764
i105,i278,0.009937888198757764
i162,i278,0.009937888198757764
i139,i105,0.009937888198757764
i58,i162,0.009937888198757764
i280,i105,0.009937888198757764
i545,i498,0.009937888198757764
i185,i105,0.009937888198757764
i278,i498,0.009937888198757764
i97,i105,0.009937888198757764
i143,i162,0.009937888198757764
i265,i105,0.009937888198757764
i143,i214,0.009937888198757764
i185,i498,0.009937888198757764
i424,i162,0.009937888198757764
i105,i207,0.009937888198757764
i162,i207,0.009937888198757764
i237,i194,0.009925558312655087
i122,i313,0.009917355371900829
i313,i184,0.009917355371900829
i122,i63,0.009917355371900829
i313,i362,0.009917355371900829
i63,i184,0.009917355371900829
i63,i146,0.009917355371900829
i169,i13,0.009907120743034056
i41,i304,0.009907120743034056
i41,i142,0.009907120743034056
i169,i41,0.009907120743034056
i41,i210,0.009907120743034056
i229,i16,0.009876543209876543
i435,i515,0.009876543209876543
i79,i195,0.009876543209876543
i183,i73,0.009876543209876543
i79,i259,0.009876543209876543
i183,i22,0.009876543209876543
i79,i5,0.009876543209876543
i176,i16,0.009876543209876543
i117,i327,0.009876543209876543
i5,i327,0.009876543209876543
i267,i233,0.009876543209876543
i73,i192,0.009876543209876543
i435,i497,0.009876543209876543
i484,i16,0.009876543209876543
i327,i554,0.009876543209876543
i22,i497,0.009876543209876543
i79,i547,0.009876543209876543
i79,i67,0.009876543209876543
i332,i484,0.009876543209876543
i195,i327,0.009876543209876543
i435,i240,0.009876543209876543
i136,i549,0.009876543209876543
i497,i16,0.009876543209876543
i261,i327,0.009876543209876543
i484,i549,0.009876543209876543
i136,i267,0.009876543209876543
i79,i328,0.009876543209876543
i435,i254,0.009876543209876543
i109,i327,0.009876543209876543
i462,i240,0.009876543209876543
i136,i1,0.009876543209876543
i136,i65,0.009876543209876543
i73,i497,0.009876543209876543
i332,i73,0.009876543209876543
i379,i79,0.009876543209876543
i497,i1,0.009876543209876543
i1,i515,0.009876543209876543
i79,i68,0.009876543209876543
i229,i65,0.009876543209876543
i183,i549,0.009876543209876543
i136,i233,0.009876543209876543
i486,i79,0.009876543209876543
i327,i328,0.009876543209876543
i79,i73,0.009876543209876543
i354,i327,0.009876543209876543
i136,i73,0.009876543209876543
i136,i22,0.009876543209876543
i65,i366,0.009876543209876543
i46,i176,0.009876543209876543
i240,i233,0.009876543209876543
i486,i327,0.009876543209876543
i79,i261,0.009876543209876543
i327,i453,0.009876543209876543
i229,i1,0.009876543209876543
i79,i430,0.009876543209876543
i327,i224,0.009876543209876543
i229,i375,0.009876543209876543
i229,i267,0.009876543209876543
i79,i542,0.009876543209876543
i202,i327,0.009876543209876543
i79,i390,0.009876543209876543
i183,i65,0.009876543209876543
i327,i88,0.009876543209876543
i327,i234,0.009876543209876543
i462,i136,0.009876543209876543
i332,i249,0.009876543209876543
i22,i233,0.009876543209876543
i375,i1,0.009876543209876543
i484,i65,0.009876543209876543
i79,i1,0.009876543209876543
i65,i16,0.009876543209876543
i549,i240,0.009876543209876543
i79,i234,0.009876543209876543
i562,i497,0.009876543209876543
i165,i327,0.009876543209876543
i51,i327,0.009876543209876543
i229,i366,0.009876543209876543
i435,i22,0.009876543209876543
i435,i16,0.009876543209876543
i435,i167,0.009876543209876543
i462,i183,0.009876543209876543
i327,i138,0.009876543209876543
i462,i484,0.009876543209876543
i462,i229,0.009876543209876543
i240,i65,0.009876543209876543
i117,i79,0.009876543209876543
i435,i267,0.009876543209876543
i79,i329,0.009876543209876543
i366,i167,0.009876543209876543
i366,i16,0.009876543209876543
i433,i327,0.009876543209876543
i367,i79,0.009876543209876543
i79,i224,0.009876543209876543
i16,i233,0.009876543209876543
i187,i79,0.009876543209876543
i327,i35,0.009876543209876543
i73,i233,0.009876543209876543
i240,i16,0.009876543209876543
i136,i366,0.009876543209876543
i16,i167,0.009876543209876543
i327,i243,0.009876543209876543
i267,i240,0.009876543209876543
i65,i375,0.009876543209876543
i562,i136,0.009876543209876543
i462,i366,0.009876543209876543
i484,i249,0.009876543209876543
i79,i549,0.009876543209876543
i366,i1,0.009876543209876543
i497,i366,0.009876543209876543
i365,i327,0.009876543209876543
i508,i327,0.009876543209876543
i267,i549,0.009876543209876543
i79,i64,0.009876543209876543
i562,i240,0.009876543209876543
i46,i1,0.009876543209876543
i22,i240,0.009876543209876543
i327,i390,0.009876543209876543
i79,i354,0.009876543209876543
i327,i127,0.009876543209876543
i562,i233,0.009876543209876543
i174,i327,0.009876543209876543
i16,i375,0.009876543209876543
i79,i163,0.009876543209876543
i327,i178,0.009876543209876543
i79,i55,0.009876543209876543
i562,i183,0.009876543209876543
i267,i16,0.009876543209876543
i562,i229,0.009876543209876543
i484,i233,0.009876543209876543
i79,i243,0.009876543209876543
i462,i375,0.009876543209876543
i549,i515,0.009876543209876543
i435,i183,0.009876543209876543
i229,i22,0.009876543209876543
i327,i329,0.009876543209876543
i22,i73,0.009876543209876543
i562,i176,0.009876543209876543
i462,i16,0.009876543209876543
i176,i79,0.009876543209876543
i154,i79,0.009876543209876543
i327,i77,0.009876543209876543
i212,i79,0.009876543209876543
i462,i65,0.009876543209876543
i229,i73,0.009876543209876543
i327,i64,0.009876543209876543
i562,i327,0.009876543209876543
i327,i92,0.009876543209876543
i461,i327,0.009876543209876543
i327,i436,0.009876543209876543
i497,i65,0.009876543209876543
i154,i327,0.009876543209876543
i176,i183,0.009876543209876543
i549,i16,0.009876543209876543
i79,i436,0.009876543209876543
i327,i14,0.009876543209876543
i79,i14,0.009876543209876543
i327,i497,0.009876543209876543
i176,i1,0.009876543209876543
i79,i480,0.009876543209876543
i22,i549,0.009876543209876543
i332,i176,0.009876543209876543
i512,i79,0.009876543209876543
i183,i16,0.009876543209876543
i136,i375,0.009876543209876543
i267,i497,0.009876543209876543
i84,i327,0.009876543209876543
i462,i497,0.009876543209876543
i484,i1,0.009876543209876543
i435,i229,0.009876543209876543
i136,i16,0.009876543209876543
i327,i1,0.009876543209876543
i435,i79,0.009876543209876543
i79,i554,0.009876543209876543
i240,i73,0.009876543209876543
i435,i484,0.009876543209876543
i497,i375,0.009876543209876543
i394,i194,0.009846153846153845
i281,i194,0.009846153846153845
i31,i394,0.009846153846153845
i31,i310,0.0097165991902834
i464,i28,0.0097165991902834
i464,i528,0.0097165991902834
i31,i13,0.0097165991902834
i13,i159,0.0097165991902834
i41,i496,0.0097165991902834
i31,i106,0.0097165991902834
i194,i13,0.0097165991902834
i41,i376,0.0097165991902834
i41,i159,0.0097165991902834
i41,i528,0.0097165991902834
i334,i25,0.009696969696969695
i25,i86,0.009696969696969695
i335,i152,0.009696969696969695
i190,i250,0.009696969696969695
i321,i282,0.009696969696969695
i146,i152,0.009696969696969695
i282,i152,0.009696969696969695
i190,i489,0.009696969696969695
i137,i489,0.009696969696969695
i246,i362,0.009696969696969695
i246,i335,0.009696969696969695
i25,i419,0.009696969696969695
i25,i524,0.009696969696969695
i152,i524,0.009696969696969695
i279,i334,0.009696969696969695
i137,i250,0.009696969696969695
i246,i502,0.009696969696969695
i279,i471,0.009696969696969695
i84,i184,0.009696969696969695
i84,i282,0.009696969696969695
i279,i86,0.009696969696969695
i184,i152,0.009696969696969695
i137,i419,0.009696969696969695
i146,i137,0.009696969696969695
i246,i122,0.009696969696969695
i502,i84,0.009696969696969695
i246,i282,0.009696969696969695
i137,i126,0.009696969696969695
i321,i560,0.009696969696969695
i137,i282,0.009696969696969695
i122,i25,0.009696969696969695
i84,i250,0.009696969696969695
i334,i152,0.009696969696969695
i279,i122,0.009696969696969695
i190,i502,0.009696969696969695
i246,i471,0.009696969696969695
i137,i362,0.009696969696969695
i227,i282,0.009696969696969695
i122,i84,0.009696969696969695
i84,i471,0.009696969696969695
i190,i146,0.009696969696969695
i227,i362,0.009696969696969695
i321,i502,0.009696969696969695
i335,i137,0.009696969696969695
i84,i362,0.009696969696969695
i137,i184,0.009696969696969695
i334,i190,0.009696969696969695
i84,i126,0.009696969696969695
i227,i184,0.009696969696969695
i227,i560,0.009696969696969695
i190,i419,0.009696969696969695
i84,i86,0.009696969696969695
i190,i360,0.009696969696969695
i122,i255,0.009696969696969695
i502,i428,0.009696969696969695
i335,i428,0.009696969696969695
i321,i419,0.009696969696969695
i321,i86,0.009696969696969695
i282,i428,0.009696969696969695
i122,i428,0.009696969696969695
i25,i126,0.009696969696969695
i227,i524,0.009696969696969695
i152,i126,0.009696969696969695
i255,i502,0.009696969696969695
i255,i560,0.009696969696969695
i246,i419,0.009696969696969695
i321,i335,0.009696969696969695
i246,i126,0.009696969696969695
i84,i560,0.009696969696969695
i428,i86,0.009696969696969695
i321,i122,0.009696969696969695
i190,i362,0.009696969696969695
i255,i146,0.009696969696969695
i146,i227,0.009696969696969695
i241,i237,0.00967741935483871
i220,i83,0.00967741935483871
i559,i237,0.00967741935483871
i83,i133,0.00967741935483871
i83,i561,0.00967741935483871
i406,i237,0.00967741935483871
i517,i237,0.00967741935483871
i38,i237,0.00967741935483871
i348,i237,0.00967741935483871
i237,i29,0.00967741935483871
i95,i83,0.00967741935483871
i504,i83,0.00967741935483871
i237,i324,0.00967741935483871
i477,i83,0.00967741935483871
i455,i343,0.009615384615384616
i31,i455,0.009615384615384616
i455,i528,0.009615384615384616
i230,i324,0.009615384615384616
i175,i281,0.0096
i26,i281,0.0096
i56,i394,0.0096
i56,i281,0.0096
i281,i474,0.0096
i535,i281,0.0096
i358,i394,0.0096
i394,i290,0.0096
i342,i88,0.009523809523809523
i544,i458,0.009523809523809523
i519,i312,0.009523809523809523
i519,i548,0.009523809523809523
i405,i542,0.009523809523809523
i149,i390,0.009523809523809523
i413,i492,0.009523809523809523
i451,i49,0.009523809523809523
i149,i100,0.009523809523809523
i550,i521,0.009523809523809523
i165,i257,0.009523809523809523
i297,i354,0.009523809523809523
i11,i493,0.009523809523809523
i297,i180,0.009523809523809523
i312,i172,0.009523809523809523
i523,i9,0.009523809523809523
i37,i423,0.009523809523809523
i405,i521,0.009523809523809523
i11,i345,0.009523809523809523
i545,i81,0.009523809523809523
i149,i329,0.009523809523809523
i267,i337,0.009523809523809523
i406,i427,0.009523809523809523
i111,i487,0.009523809523809523
i58,i124,0.009523809523809523
i297,i386,0.009523809523809523
i383,i384,0.009523809523809523
i465,i364,0.009523809523809523
i149,i35,0.009523809523809523
i185,i434,0.009523809523809523
i78,i479,0.009523809523809523
i101,i163,0.009523809523809523
i11,i541,0.009523809523809523
i545,i180,0.009523809523809523
i371,i78,0.009523809523809523
i177,i519,0.009523809523809523
i9,i546,0.009523809523809523
i383,i263,0.009523809523809523
i342,i234,0.009523809523809523
i371,i193,0.009523809523809523
i149,i454,0.009523809523809523
i149,i328,0.009523809523809523
i215,i78,0.009523809523809523
i379,i101,0.009523809523809523
i138,i257,0.009523809523809523
i427,i483,0.009523809523809523
i383,i198,0.009523809523809523
i283,i427,0.009523809523809523
i149,i413,0.009523809523809523
i371,i180,0.009523809523809523
i545,i193,0.009523809523809523
i545,i124,0.009523809523809523
i149,i127,0.009523809523809523
i37,i519,0.009523809523809523
i545,i258,0.009523809523809523
i465,i427,0.009523809523809523
i37,i492,0.009523809523809523
i451,i81,0.009523809523809523
i544,i536,0.009523809523809523
i23,i193,0.009523809523809523
i423,i286,0.009523809523809523
i280,i252,0.009523809523809523
i154,i172,0.009523809523809523
i188,i331,0.009523809523809523
i112,i193,0.009523809523809523
i542,i341,0.009523809523809523
i11,i78,0.009523809523809523
i112,i124,0.009523809523809523
i111,i411,0.009523809523809523
i11,i124,0.009523809523809523
i325,i209,0.009523809523809523
i463,i364,0.009523809523809523
i97,i34,0.009523809523809523
i112,i258,0.009523809523809523
i350,i180,0.009523809523809523
i203,i329,0.009523809523809523
i11,i49,0.009523809523809523
i542,i492,0.009523809523809523
i365,i448,0.009523809523809523
i111,i470,0.009523809523809523
i7,i337,0.009523809523809523
i112,i49,0.009523809523809523
i97,i542,0.009523809523809523
i149,i243,0.009523809523809523
i383,i133,0.009523809523809523
i405,i434,0.009523809523809523
i544,i23,0.009523809523809523
i280,i46,0.009523809523809523
i257,i68,0.009523809523809523
i519,i180,0.009523809523809523
i544,i445,0.009523809523809523
i172,i329,0.009523809523809523
i23,i386,0.009523809523809523
i545,i542,0.009523809523809523
i5,i337,0.009523809523809523
i519,i329,0.009523809523809523
i23,i453,0.009523809523809523
i297,i532,0.009523809523809523
i540,i212,0.009523809523809523
i545,i317,0.009523809523809523
i325,i559,0.009523809523809523
i9,i223,0.009523809523809523
i23,i7,0.009523809523809523
i297,i55,0.009523809523809523
i172,i152,0.009523809523809523
i545,i206,0.009523809523809523
i23,i124,0.009523809523809523
i325,i293,0.009523809523809523
i177,i540,0.009523809523809523
i523,i364,0.009523809523809523
i114,i331,0.009523809523809523
i198,i364,0.009523809523809523
i88,i257,0.009523809523809523
i172,i323,0.009523809523809523
i203,i323,0.009523809523809523
i519,i78,0.009523809523809523
i172,i233,0.009523809523809523
i111,i215,0.009523809523809523
i133,i9,0.009523809523809523
i11,i180,0.009523809523809523
i297,i345,0.009523809523809523
i109,i101,0.009523809523809523
i149,i338,0.009523809523809523
i550,i35,0.009523809523809523
i433,i337,0.009523809523809523
i383,i251,0.009523809523809523
i383,i78,0.009523809523809523
i280,i193,0.009523809523809523
i70,i427,0.009523809523809523
i411,i78,0.009523809523809523
i177,i101,0.009523809523809523
i342,i454,0.009523809523809523
i58,i81,0.009523809523809523
i544,i545,0.009523809523809523
i172,i14,0.009523809523809523
i177,i23,0.009523809523809523
i345,i445,0.009523809523809523
i148,i493,0.009523809523809523
i37,i23,0.009523809523809523
i101,i315,0.009523809523809523
i154,i448,0.009523809523809523
i148,i345,0.009523809523809523
i101,i329,0.009523809523809523
i493,i445,0.009523809523809523
i78,i550,0.009523809523809523
i49,i278,0.009523809523809523
i411,i180,0.009523809523809523
i453,i492,0.009523809523809523
i370,i427,0.009523809523809523
i58,i434,0.009523809523809523
i379,i342,0.009523809523809523
i519,i163,0.009523809523809523
i148,i541,0.009523809523809523
i312,i139,0.009523809523809523
i101,i532,0.009523809523809523
i342,i138,0.009523809523809523
i379,i423,0.009523809523809523
i9,i306,0.009523809523809523
i537,i383,0.009523809523809523
i433,i479,0.009523809523809523
i101,i178,0.009523809523809523
i177,i337,0.009523809523809523
i292,i34,0.009523809523809523
i453,i487,0.009523809523809523
i215,i81,0.009523809523809523
i37,i448,0.009523809523809523
i265,i78,0.009523809523809523
i88,i172,0.009523809523809523
i101,i413,0.009523809523809523
i101,i434,0.009523809523809523
i70,i364,0.009523809523809523
i317,i239,0.009523809523809523
i411,i124,0.009523809523809523
i544,i538,0.009523809523809523
i9,i449,0.009523809523809523
i177,i423,0.009523809523809523
i9,i434,0.009523809523809523
i215,i521,0.009523809523809523
i342,i328,0.009523809523809523
i433,i274,0.009523809523809523
i427,i134,0.009523809523809523
i101,i323,0.009523809523809523
i371,i521,0.009523809523809523
i148,i49,0.009523809523809523
i49,i145,0.009523809523809523
i130,i342,0.009523809523809523
i101,i77,0.009523809523809523
i342,i397,0.009523809523809523
i550,i206,0.009523809523809523
i46,i429,0.009523809523809523
i172,i170,0.009523809523809523
i433,i172,0.009523809523809523
i278,i2,0.009523809523809523
i172,i163,0.009523809523809523
i350,i193,0.009523809523809523
i49,i470,0.009523809523809523
i172,i243,0.009523809523809523
i215,i258,0.009523809523809523
i451,i192,0.009523809523809523
i371,i49,0.009523809523809523
i544,i371,0.009523809523809523
i278,i434,0.009523809523809523
i427,i389,0.009523809523809523
i544,i97,0.009523809523809523
i203,i163,0.009523809523809523
i49,i207,0.009523809523809523
i46,i265,0.009523809523809523
i199,i427,0.009523809523809523
i423,i82,0.009523809523809523
i177,i297,0.009523809523809523
i297,i193,0.009523809523809523
i265,i193,0.009523809523809523
i172,i64,0.009523809523809523
i371,i81,0.009523809523809523
i130,i448,0.009523809523809523
i540,i413,0.009523809523809523
i371,i2,0.009523809523809523
i342,i178,0.009523809523809523
i433,i112,0.009523809523809523
i215,i49,0.009523809523809523
i215,i34,0.009523809523809523
i178,i487,0.009523809523809523
i548,i101,0.009523809523809523
i379,i337,0.009523809523809523
i537,i427,0.009523809523809523
i78,i337,0.009523809523809523
i297,i312,0.009523809523809523
i46,i536,0.009523809523809523
i149,i554,0.009523809523809523
i406,i364,0.009523809523809523
i345,i185,0.009523809523809523
i78,i274,0.009523809523809523
i537,i9,0.009523809523809523
i345,i479,0.009523809523809523
i111,i265,0.009523809523809523
i371,i317,0.009523809523809523
i46,i344,0.009523809523809523
i477,i9,0.009523809523809523
i173,i202,0.009523809523809523
i58,i206,0.009523809523809523
i9,i389,0.009523809523809523
i519,i34,0.009523809523809523
i172,i100,0.009523809523809523
i174,i257,0.009523809523809523
i430,i173,0.009523809523809523
i325,i27,0.009523809523809523
i383,i223,0.009523809523809523
i544,i337,0.009523809523809523
i117,i173,0.009523809523809523
i424,i34,0.009523809523809523
i9,i289,0.009523809523809523
i553,i519,0.009523809523809523
i550,i413,0.009523809523809523
i361,i9,0.009523809523809523
i199,i364,0.009523809523809523
i544,i550,0.009523809523809523
i553,i297,0.009523809523809523
i550,i317,0.009523809523809523
i423,i312,0.009523809523809523
i430,i448,0.009523809523809523
i251,i9,0.009523809523809523
i121,i23,0.009523809523809523
i325,i155,0.009523809523809523
i405,i49,0.009523809523809523
i297,i407,0.009523809523809523
i274,i34,0.009523809523809523
i544,i66,0.009523809523809523
i121,i550,0.009523809523809523
i433,i341,0.009523809523809523
i519,i413,0.009523809523809523
i9,i308,0.009523809523809523
i544,i139,0.009523809523809523
i124,i172,0.009523809523809523
i67,i257,0.009523809523809523
i117,i203,0.009523809523809523
i251,i364,0.009523809523809523
i423,i453,0.009523809523809523
i254,i423,0.009523809523809523
i433,i445,0.009523809523809523
i424,i434,0.009523809523809523
i493,i18,0.009523809523809523
i297,i109,0.009523809523809523
i544,i297,0.009523809523809523
i423,i124,0.009523809523809523
i364,i153,0.009523809523809523
i364,i389,0.009523809523809523
i553,i540,0.009523809523809523
i364,i434,0.009523809523809523
i364,i449,0.009523809523809523
i147,i9,0.009523809523809523
i361,i364,0.009523809523809523
i424,i2,0.009523809523809523
i254,i550,0.009523809523809523
i430,i257,0.009523809523809523
i423,i7,0.009523809523809523
i547,i257,0.009523809523809523
i463,i383,0.009523809523809523
i148,i2,0.009523809523809523
i390,i492,0.009523809523809523
i9,i34,0.009523809523809523
i254,i139,0.009523809523809523
i424,i542,0.009523809523809523
i519,i212,0.009523809523809523
i148,i206,0.009523809523809523
i553,i23,0.009523809523809523
i131,i331,0.009523809523809523
i97,i521,0.009523809523809523
i149,i14,0.009523809523809523
i433,i487,0.009523809523809523
i544,i172,0.009523809523809523
i383,i308,0.009523809523809523
i433,i470,0.009523809523809523
i274,i521,0.009523809523809523
i203,i124,0.009523809523809523
i325,i504,0.009523809523809523
i274,i2,0.009523809523809523
i512,i172,0.009523809523809523
i111,i341,0.009523809523809523
i325,i463,0.009523809523809523
i405,i124,0.009523809523809523
i203,i548,0.009523809523809523
i274,i434,0.009523809523809523
i203,i121,0.009523809523809523
i539,i427,0.009523809523809523
i539,i9,0.009523809523809523
i9,i269,0.009523809523809523
i405,i78,0.009523809523809523
i539,i364,0.009523809523809523
i512,i448,0.009523809523809523
i325,i421,0.009523809523809523
i345,i278,0.009523809523809523
i9,i475,0.009523809523809523
i544,i292,0.009523809523809523
i553,i139,0.009523809523809523
i203,i354,0.009523809523809523
i203,i386,0.009523809523809523
i544,i540,0.009523809523809523
i553,i423,0.009523809523809523
i544,i350,0.009523809523809523
i519,i434,0.009523809523809523
i383,i561,0.009523809523809523
i494,i331,0.009523809523809523
i386,i487,0.009523809523809523
i124,i337,0.009523809523809523
i345,i207,0.009523809523809523
i550,i434,0.009523809523809523
i383,i542,0.009523809523809523
i553,i550,0.009523809523809523
i480,i487,0.009523809523809523
i433,i492,0.009523809523809523
i58,i493,0.009523809523809523
i58,i345,0.009523809523809523
i519,i5,0.009523809523809523
i203,i109,0.009523809523809523
i125,i9,0.009523809523809523
i185,i34,0.009523809523809523
i434,i445,0.009523809523809523
i551,i427,0.009523809523809523
i345,i145,0.009523809523809523
i40,i427,0.009523809523809523
i84,i172,0.009523809523809523
i544,i280,0.009523809523809523
i405,i258,0.009523809523809523
i111,i492,0.009523809523809523
i274,i542,0.009523809523809523
i553,i172,0.009523809523809523
i424,i317,0.009523809523809523
i551,i364,0.009523809523809523
i117,i423,0.009523809523809523
i451,i493,0.009523809523809523
i400,i9,0.009523809523809523
i97,i124,0.009523809523809523
i38,i9,0.009523809523809523
i7,i172,0.009523809523809523
i11,i434,0.009523809523809523
i9,i276,0.009523809523809523
i424,i193,0.009523809523809523
i7,i101,0.009523809523809523
i117,i257,0.009523809523809523
i97,i78,0.009523809523809523
i97,i193,0.009523809523809523
i325,i539,0.009523809523809523
i111,i337,0.009523809523809523
i58,i180,0.009523809523809523
i379,i492,0.009523809523809523
i97,i180,0.009523809523809523
i484,i448,0.009523809523809523
i433,i145,0.009523809523809523
i424,i78,0.009523809523809523
i434,i207,0.009523809523809523
i111,i274,0.009523809523809523
i434,i341,0.009523809523809523
i23,i317,0.009523809523809523
i37,i342,0.009523809523809523
i265,i180,0.009523809523809523
i542,i538,0.009523809523809523
i172,i434,0.009523809523809523
i405,i81,0.009523809523809523
i124,i487,0.009523809523809523
i7,i492,0.009523809523809523
i97,i258,0.009523809523809523
i7,i550,0.009523809523809523
i463,i9,0.009523809523809523
i544,i429,0.009523809523809523
i112,i434,0.009523809523809523
i469,i364,0.009523809523809523
i383,i324,0.009523809523809523
i172,i35,0.009523809523809523
i149,i163,0.009523809523809523
i117,i487,0.009523809523809523
i97,i81,0.009523809523809523
i540,i480,0.009523809523809523
i405,i541,0.009523809523809523
i9,i168,0.009523809523809523
i11,i81,0.009523809523809523
i537,i364,0.009523809523809523
i23,i82,0.009523809523809523
i185,i2,0.009523809523809523
i548,i492,0.009523809523809523
i519,i206,0.009523809523809523
i325,i339,0.009523809523809523
i451,i206,0.009523809523809523
i172,i315,0.009523809523809523
i97,i49,0.009523809523809523
i463,i427,0.009523809523809523
i172,i127,0.009523809523809523
i7,i139,0.009523809523809523
i542,i487,0.009523809523809523
i405,i345,0.009523809523809523
i505,i9,0.009523809523809523
i553,i492,0.009523809523809523
i23,i413,0.009523809523809523
i203,i480,0.009523809523809523
i198,i9,0.009523809523809523
i386,i550,0.009523809523809523
i227,i172,0.009523809523809523
i198,i427,0.009523809523809523
i423,i258,0.009523809523809523
i11,i34,0.009523809523809523
i364,i19,0.009523809523809523
i172,i532,0.009523809523809523
i23,i329,0.009523809523809523
i37,i297,0.009523809523809523
i331,i311,0.009523809523809523
i117,i139,0.009523809523809523
i9,i102,0.009523809523809523
i23,i323,0.009523809523809523
i544,i44,0.009523809523809523
i364,i217,0.009523809523809523
i364,i542,0.009523809523809523
i423,i386,0.009523809523809523
i147,i427,0.009523809523809523
i117,i337,0.009523809523809523
i37,i550,0.009523809523809523
i386,i139,0.009523809523809523
i349,i9,0.009523809523809523
i148,i192,0.009523809523809523
i434,i538,0.009523809523809523
i519,i521,0.009523809523809523
i544,i479,0.009523809523809523
i124,i445,0.009523809523809523
i544,i378,0.009523809523809523
i540,i532,0.009523809523809523
i37,i337,0.009523809523809523
i149,i64,0.009523809523809523
i283,i364,0.009523809523809523
i312,i492,0.009523809523809523
i111,i344,0.009523809523809523
i172,i454,0.009523809523809523
i11,i206,0.009523809523809523
i544,i265,0.009523809523809523
i11,i542,0.009523809523809523
i172,i547,0.009523809523809523
i111,i378,0.009523809523809523
i383,i483,0.009523809523809523
i544,i215,0.009523809523809523
i544,i424,0.009523809523809523
i185,i542,0.009523809523809523
i427,i449,0.009523809523809523
i172,i480,0.009523809523809523
i172,i436,0.009523809523809523
i540,i286,0.009523809523809523
i206,i239,0.009523809523809523
i297,i121,0.009523809523809523
i187,i173,0.009523809523809523
i149,i92,0.009523809523809523
i254,i203,0.009523809523809523
i111,i203,0.009523809523809523
i172,i178,0.009523809523809523
i274,i81,0.009523809523809523
i177,i342,0.009523809523809523
i297,i521,0.009523809523809523
i252,i424,0.009523809523809523
i219,i345,0.009523809523809523
i219,i493,0.009523809523809523
i155,i383,0.009523809523809523
i127,i257,0.009523809523809523
i540,i109,0.009523809523809523
i77,i487,0.009523809523809523
i479,i81,0.009523809523809523
i47,i448,0.009523809523809523
i429,i34,0.009523809523809523
i490,i541,0.009523809523809523
i143,i49,0.009523809523809523
i427,i289,0.009523809523809523
i426,i180,0.009523809523809523
i180,i470,0.009523809523809523
i379,i173,0.009523809523809523
i426,i521,0.009523809523809523
i24,i342,0.009523809523809523
i34,i341,0.009523809523809523
i244,i364,0.009523809523809523
i325,i217,0.009523809523809523
i212,i487,0.009523809523809523
i297,i390,0.009523809523809523
i55,i550,0.009523809523809523
i265,i206,0.009523809523809523
i263,i364,0.009523809523809523
i78,i470,0.009523809523809523
i344,i34,0.009523809523809523
i82,i492,0.009523809523809523
i108,i383,0.009523809523809523
i111,i112,0.009523809523809523
i447,i331,0.009523809523809523
i149,i486,0.009523809523809523
